customer_id,snapshot_month,age,income,months_on_book,utilisation_ratio,missed_payments_6m,payment_ratio,max_dpd_12m,cibil_score,num_enquiries_6m,num_active_trades,bad_flag
OOT004256,01-09-2022,58,45000,70,0.5399,0,1.252,0,662,6,16,0
OOT004257,01-09-2022,46,38000,19,0.367,1,0.8494,0,631,0,17,0
OOT004258,01-09-2022,54,30000,37,0.614,1,0.9474,0,614,3,1,0
OOT004259,01-09-2022,55,64000,42,0.6323,1,0.7242,0,585,1,4,0
OOT004260,01-09-2022,39,43000,30,0.3465,0,1.3625,60,660,1,11,0
OOT004261,01-09-2022,53,47000,72,0.3402,1,0.7962,0,581,2,1,0
OOT004262,01-09-2022,51,94000,12,0.7626,1,1.4569,0,585,1,2,0
OOT004263,01-09-2022,30,39000,43,0.1445,1,1.3993,30,677,0,10,0
OOT004264,01-09-2022,32,79000,24,0.5602,0,0.94,0,624,4,8,0
OOT004265,01-09-2022,42,27000,31,0.5558,0,0.595,0,692,2,6,0
OOT004266,01-09-2022,62,51000,7,0.659,1,0.6889,0,735,3,16,0
OOT004267,01-09-2022,42,19000,62,0.5153,0,0.4968,60,613,3,6,1
OOT004268,01-09-2022,64,57000,36,0.8798,1,0.4803,30,742,1,4,0
OOT004269,01-09-2022,34,57000,20,0.1906,0,1.0706,60,609,0,10,0
OOT004270,01-09-2022,46,82000,66,0.3408,1,1.6459,30,738,1,13,0
OOT004271,01-09-2022,25,40000,66,0.5267,0,0.9043,0,579,2,5,0
OOT004272,01-09-2022,29,133000,27,0.5429,1,1.1036,0,717,1,15,0
OOT004273,01-09-2022,60,68000,43,0.3003,1,0.6265,0,674,0,7,0
OOT004274,01-09-2022,40,21000,28,0.3027,1,1.1039,0,652,4,8,0
OOT004275,01-09-2022,24,64000,33,0.3902,2,0.9376,60,634,5,2,1
OOT004276,01-09-2022,31,24000,16,0.6353,1,0.8422,0,772,2,4,0
OOT004277,01-09-2022,48,72000,27,0.3291,0,1.0208,0,598,1,2,0
OOT004278,01-09-2022,47,19000,38,0.7989,2,1.8902,0,714,1,5,0
OOT004279,01-09-2022,57,33000,53,0.2378,1,0.5647,30,632,1,8,0
OOT004280,01-09-2022,56,74000,67,0.5624,1,0.9015,0,673,2,11,0
OOT004281,01-09-2022,53,48000,25,0.1797,0,0.4338,0,634,4,4,0
OOT004282,01-09-2022,29,35000,8,0.9009,1,0.6704,60,659,1,10,0
OOT004283,01-09-2022,53,72000,72,0.3118,2,0.653,0,699,0,17,0
OOT004284,01-09-2022,29,120000,36,0.3965,1,1.1308,30,804,1,13,0
OOT004285,01-09-2022,49,72000,12,0.3318,2,1.1454,90,563,3,12,0
OOT004286,01-09-2022,62,91000,28,0.4024,0,1.6261,0,693,2,8,0
OOT004287,01-09-2022,29,59000,42,1,0,0.6814,30,636,2,14,0
OOT004288,01-09-2022,53,59000,24,0.3382,0,1.4774,60,623,1,16,0
OOT004289,01-09-2022,62,86000,40,0.8403,1,0.4521,0,672,1,12,1
OOT004290,01-09-2022,62,53000,60,0.2414,0,0.6445,0,597,0,12,0
OOT004291,01-09-2022,30,33000,43,0.7006,1,0.7385,0,500,0,17,0
OOT004292,01-09-2022,53,85000,47,0.2776,0,1.0486,0,612,0,3,0
OOT004293,01-09-2022,53,20000,27,0.5434,0,0.866,30,682,3,7,0
OOT004294,01-09-2022,36,38000,32,0.5198,1,1.1585,0,670,0,4,0
OOT004295,01-09-2022,58,113000,21,0.6184,2,0.589,0,645,1,16,0
OOT004296,01-09-2022,27,46000,19,0.4577,0,0.4925,0,606,5,6,1
OOT004297,01-09-2022,46,72000,66,0.5186,2,1.0661,30,679,1,7,0
OOT004298,01-09-2022,36,35000,11,0.287,0,1.0119,30,659,3,12,0
OOT004299,01-09-2022,41,50000,59,0.2143,1,0.8556,0,696,3,14,0
OOT004300,01-09-2022,60,28000,19,0.6184,1,1.4055,0,695,2,17,0
OOT004301,01-09-2022,56,19000,65,0.3976,2,0.6104,0,630,2,17,0
OOT004302,01-09-2022,28,50000,38,0.6215,0,0.8088,0,548,0,2,0
OOT004303,01-09-2022,62,54000,70,0.7891,0,0.9695,0,500,1,12,0
OOT004304,01-09-2022,41,68000,25,0.3812,1,1.6904,0,647,0,10,0
OOT004305,01-09-2022,31,40000,42,0.4065,2,0.5564,0,739,2,5,0
OOT004306,01-09-2022,62,53000,40,0.4096,1,1.2789,0,744,5,7,0
OOT004307,01-09-2022,63,20000,55,0.805,0,0.7248,0,572,1,14,0
OOT004308,01-09-2022,49,87000,33,0.6775,1,1.1656,0,752,1,7,0
OOT004309,01-09-2022,47,58000,14,0.5791,1,0.7751,0,597,0,5,1
OOT004310,01-09-2022,60,62000,27,0.1221,0,0.6305,60,638,2,4,0
OOT004311,01-09-2022,41,53000,11,0.4796,0,1.1106,0,608,3,15,0
OOT004312,01-09-2022,56,46000,14,0.6945,0,0.9343,0,692,1,9,0
OOT004313,01-09-2022,44,34000,52,0.3141,2,1.1105,0,651,2,9,0
OOT004314,01-09-2022,45,42000,68,0.1873,1,0.8534,0,640,1,9,0
OOT004315,01-09-2022,47,29000,41,0.2315,1,1.6006,0,741,0,10,0
OOT004316,01-09-2022,54,88000,38,0.8295,1,0.9105,0,583,1,11,0
OOT004317,01-09-2022,61,15000,21,0.2792,1,0.9087,0,664,2,6,0
OOT004318,01-09-2022,54,97000,23,0.4026,2,0.9479,60,662,0,15,0
OOT004319,01-09-2022,56,55000,46,0.3698,1,0.393,0,682,0,13,0
OOT004320,01-09-2022,31,45000,39,0.7681,2,1.4449,0,672,4,7,0
OOT004321,01-09-2022,56,60000,30,0.277,0,1.2459,30,663,1,16,0
OOT004322,01-09-2022,59,70000,67,0.4629,1,0.8116,0,741,3,4,0
OOT004323,01-09-2022,59,94000,59,0.3939,0,1.3016,0,740,2,15,0
OOT004324,01-09-2022,35,37000,17,0.3629,0,0.7179,60,627,0,5,0
OOT004325,01-09-2022,30,37000,21,0.6815,0,1.3471,90,645,1,2,0
OOT004326,01-09-2022,54,55000,16,0.6197,0,0.8136,0,629,2,2,0
OOT004327,01-09-2022,43,34000,22,0.4711,0,0.6334,0,712,3,5,0
OOT004328,01-09-2022,44,63000,31,0.1912,0,0.701,0,590,3,4,0
OOT004329,01-09-2022,42,39000,47,0.2027,0,0.7642,0,691,3,4,0
OOT004330,01-09-2022,62,43000,26,0.3541,1,0.6288,60,579,4,2,0
OOT004331,01-09-2022,62,45000,65,0.9054,1,0.3507,0,776,1,14,0
OOT004332,01-09-2022,32,22000,68,0.6465,0,1.0211,60,612,1,17,0
OOT004333,01-09-2022,38,36000,68,0.3681,0,0.3282,60,795,0,2,0
OOT004334,01-09-2022,34,60000,23,0.676,1,1.2511,0,572,2,3,0
OOT004335,01-09-2022,29,31000,30,0.3591,0,2.4419,0,622,1,13,0
OOT004336,01-09-2022,32,66000,44,0.4873,0,1.1798,0,670,0,2,0
OOT004337,01-09-2022,36,42000,8,0.6222,0,1.0619,0,711,0,15,0
OOT004338,01-09-2022,24,22000,54,0.6613,2,0.5937,90,806,2,5,1
OOT004339,01-09-2022,32,66000,41,0.7107,1,1.7402,0,738,3,6,0
OOT004340,01-09-2022,25,70000,35,0.0952,2,0.9303,0,603,2,8,0
OOT004341,01-09-2022,39,65000,57,0.2846,1,0.8083,180,646,2,17,1
OOT004342,01-09-2022,38,31000,43,0.3025,0,1.8679,30,670,2,9,0
OOT004343,01-09-2022,52,34000,41,0.9573,0,1.2932,0,594,3,14,0
OOT004344,01-09-2022,39,58000,45,0.1735,0,1.5828,0,694,1,6,0
OOT004345,01-09-2022,25,35000,48,0.5939,0,0.7125,0,690,0,13,0
OOT004346,01-09-2022,45,23000,46,0.4565,0,1.0985,0,744,5,8,0
OOT004347,01-09-2022,44,44000,41,0.3428,1,0.8217,0,646,2,3,0
OOT004348,01-09-2022,57,43000,49,0.5429,0,1.1973,30,500,2,13,0
OOT004349,01-09-2022,26,46000,14,0.2073,1,1.6555,0,637,0,14,0
OOT004350,01-09-2022,36,55000,25,0.4452,4,1.3295,0,568,1,7,0
OOT004351,01-09-2022,58,66000,64,0.1471,1,0.7283,60,612,1,8,0
OOT004352,01-09-2022,46,67000,72,0.4819,1,0.6157,0,698,2,16,0
OOT004353,01-09-2022,41,66000,30,0.7662,1,0.6812,0,516,2,8,0
OOT004354,01-09-2022,27,28000,43,0.2701,2,1.0885,60,652,2,4,0
OOT004355,01-09-2022,48,32000,37,0.1916,2,1.2694,0,703,0,8,0
OOT004356,01-09-2022,53,38000,50,0.4915,1,0.5581,0,637,1,16,0
OOT004357,01-09-2022,62,46000,28,0.1269,2,0.9969,0,609,1,2,0
OOT004358,01-09-2022,40,20000,25,0.4201,2,0.2779,0,738,3,5,1
OOT004359,01-09-2022,47,91000,34,0.384,1,0.9516,30,598,2,17,0
OOT004360,01-09-2022,52,34000,25,0.422,0,0.7696,60,719,1,13,0
OOT004361,01-09-2022,40,92000,49,0.4375,0,0.9031,0,566,1,1,0
OOT004362,01-09-2022,54,76000,35,0.267,1,0.8003,0,706,4,5,0
OOT004363,01-09-2022,25,55000,25,0.761,0,1.0182,0,627,1,12,0
OOT004364,01-09-2022,32,35000,45,0.0988,1,1.2319,0,562,4,13,0
OOT004365,01-09-2022,34,104000,40,0.7155,2,0.7067,0,656,4,13,0
OOT004366,01-09-2022,44,24000,68,0.4832,0,0.7622,0,669,4,9,0
OOT004367,01-09-2022,60,44000,7,0.7296,0,0.8076,60,650,4,7,1
OOT004368,01-09-2022,33,46000,6,0.5924,1,1.5685,0,633,2,8,0
OOT004369,01-09-2022,46,49000,70,0.8195,2,1.4281,0,695,4,7,0
OOT004370,01-09-2022,53,43000,42,0.6081,1,1.014,0,701,3,11,0
OOT004371,01-09-2022,34,59000,64,0.5171,1,0.6212,0,540,0,2,0
OOT004372,01-09-2022,53,198000,26,0.5744,1,0.8156,0,703,3,15,0
OOT004373,01-09-2022,64,60000,41,0.6462,0,0.7095,30,712,2,7,0
OOT004374,01-09-2022,39,71000,49,0.8575,1,0.8471,0,737,4,17,0
OOT004375,01-09-2022,62,99000,18,0.5318,0,1.9032,0,689,1,8,0
OOT004376,01-09-2022,26,33000,44,0.4886,0,0.8012,0,683,2,5,0
OOT004377,01-09-2022,53,158000,12,0.5026,1,0.9779,60,561,0,12,0
OOT004378,01-09-2022,40,64000,20,0.2779,0,1.547,60,644,4,12,0
OOT004379,01-09-2022,53,59000,53,0.3992,1,2.5581,0,567,2,8,0
OOT004380,01-09-2022,24,22000,54,0.7138,0,2.6839,0,613,1,1,0
OOT004381,01-09-2022,31,61000,20,0.5165,1,0.503,0,636,0,5,0
OOT004382,01-09-2022,58,33000,39,0.597,1,1.2204,0,612,0,6,0
OOT004383,01-09-2022,46,52000,70,0.6364,1,0.8808,0,714,4,1,0
OOT004384,01-09-2022,53,66000,13,0.4173,1,0.466,0,622,4,3,0
OOT004385,01-09-2022,36,62000,24,0.8264,1,1.2833,0,713,4,17,0
OOT004386,01-09-2022,33,41000,25,0.4247,1,2.273,30,659,2,4,0
OOT004387,01-09-2022,29,42000,22,0.4496,2,1.327,0,668,2,7,1
OOT004388,01-09-2022,59,68000,56,0.746,0,1.0636,0,745,2,10,0
OOT004389,01-09-2022,47,56000,19,0.6681,1,1.8347,0,683,2,8,0
OOT004390,01-09-2022,61,45000,15,0.353,2,1.5937,0,573,2,7,0
OOT004391,01-09-2022,52,40000,56,0.5945,0,1.4985,0,628,2,14,0
OOT004392,01-09-2022,51,65000,11,0.2797,0,1.0284,30,688,1,12,0
OOT004393,01-09-2022,24,98000,35,0.5984,0,1.6574,0,675,1,11,0
OOT004394,01-09-2022,58,21000,46,0.3138,0,0.9382,0,691,0,12,0
OOT004395,01-09-2022,55,140000,37,0.359,1,0.8766,30,574,0,13,0
OOT004396,01-09-2022,62,99000,72,0.3393,1,0.7833,0,689,4,8,0
OOT004397,01-09-2022,39,51000,10,0.2407,0,1.3715,0,686,3,8,0
OOT004398,01-09-2022,61,15000,25,0.4773,1,1.0391,0,687,5,12,0
OOT004399,01-09-2022,42,59000,46,0.3233,1,0.9062,30,595,3,3,0
OOT004400,01-09-2022,31,65000,22,0.3021,1,1.2903,0,626,2,16,0
OOT004401,01-09-2022,58,32000,42,0.7334,1,0.5493,0,612,1,14,0
OOT004402,01-09-2022,24,42000,62,0.2207,0,0.8946,0,500,2,7,1
OOT004403,01-09-2022,53,86000,52,0.3306,0,1.0595,90,670,3,3,0
OOT004404,01-09-2022,30,95000,8,0.392,0,0.6348,0,662,2,3,0
OOT004405,01-09-2022,41,51000,40,0.4817,1,1.9745,0,677,1,9,0
OOT004406,01-09-2022,36,34000,23,0.2644,1,2.2862,0,694,0,12,0
OOT004407,01-09-2022,24,18000,36,0.7006,2,0.6969,0,663,3,5,0
OOT004408,01-09-2022,44,41000,70,0.6511,0,0.5748,0,584,2,8,0
OOT004409,01-09-2022,57,26000,7,0.4376,1,1.0878,0,629,2,16,0
OOT004410,01-09-2022,33,74000,22,0.654,2,1.3156,0,691,1,1,0
OOT004411,01-09-2022,27,78000,37,0.6417,0,1.4764,0,587,5,17,0
OOT004412,01-09-2022,36,100000,15,0.1901,0,0.8555,30,593,0,6,0
OOT004413,01-09-2022,49,53000,26,0.5328,2,1.0108,60,643,0,7,1
OOT004414,01-09-2022,57,120000,24,0.7571,1,1.5016,0,693,4,11,0
OOT004415,01-09-2022,62,37000,23,0.2999,2,1.7006,0,665,0,6,0
OOT004416,01-09-2022,44,36000,33,0.2488,0,0.9695,0,590,2,6,0
OOT004417,01-09-2022,26,61000,47,0.8737,1,2.4541,0,756,1,8,0
OOT004418,01-09-2022,29,42000,39,0.1803,0,0.8993,0,638,2,11,0
OOT004419,01-09-2022,31,98000,62,0.1967,3,0.9509,180,733,3,14,1
OOT004420,01-09-2022,48,129000,65,0.4084,2,1.1457,0,717,5,15,1
OOT004421,01-09-2022,36,74000,64,0.3313,0,0.8095,0,704,4,11,0
OOT004422,01-09-2022,29,45000,39,0.1378,0,1.0038,90,727,4,5,0
OOT004423,01-09-2022,44,63000,43,0.3798,1,1.082,0,741,1,12,0
OOT004424,01-09-2022,26,76000,62,0.3067,1,1.4219,30,745,1,16,0
OOT004425,01-09-2022,56,32000,56,0.4019,1,0.5842,0,740,2,17,0
OOT004426,01-09-2022,29,25000,36,0.3148,0,0.9745,30,644,2,3,0
OOT004427,01-09-2022,49,39000,10,0.1849,1,0.9152,0,645,0,3,0
OOT004428,01-09-2022,46,30000,29,0.2543,1,1.5726,0,574,2,17,0
OOT004429,01-09-2022,54,82000,41,0.3809,0,1.7637,0,616,2,5,0
OOT004430,01-09-2022,29,40000,41,0.6103,1,0.92,60,659,2,10,0
OOT004431,01-09-2022,46,58000,13,0.579,1,1.1026,0,752,4,8,0
OOT004432,01-09-2022,47,24000,72,0.6872,0,1.6215,0,684,3,13,0
OOT004433,01-09-2022,31,48000,51,0.2013,0,1.0211,120,594,1,13,0
OOT004434,01-09-2022,33,32000,24,0.1233,0,0.9659,180,593,3,2,1
OOT004435,01-09-2022,28,99000,72,0.6628,1,1.0066,120,689,3,16,1
OOT004436,01-09-2022,43,88000,14,0.805,0,0.918,0,771,5,7,0
OOT004437,01-09-2022,34,73000,61,0.1903,1,0.9303,90,681,1,17,0
OOT004438,01-09-2022,38,48000,59,0.2844,0,0.7466,0,697,2,17,0
OOT004439,01-09-2022,39,54000,63,0.5956,1,1.5081,30,738,1,15,0
OOT004440,01-09-2022,61,25000,68,0.5458,0,0.5874,30,532,1,4,0
OOT004441,01-09-2022,44,47000,66,0.2525,2,1.0962,0,678,0,3,0
OOT004442,01-09-2022,31,37000,60,0.3771,0,0.7751,0,659,3,4,0
OOT004443,01-09-2022,37,115000,27,0.5543,2,1.101,0,664,0,16,1
OOT004444,01-09-2022,30,40000,66,0.5319,0,0.8861,0,605,1,10,0
OOT004445,01-09-2022,25,61000,9,0.7418,1,0.9627,0,736,2,16,0
OOT004446,01-09-2022,32,32000,34,0.2723,1,0.9386,0,678,2,14,0
OOT004447,01-09-2022,46,41000,66,0.3667,1,0.9697,0,711,2,1,0
OOT004448,01-09-2022,32,72000,14,0.369,0,1.2865,30,607,3,4,0
OOT004449,01-09-2022,29,39000,14,0.5974,2,1.3091,0,589,1,13,0
OOT004450,01-09-2022,44,84000,23,0.359,1,1.992,0,682,3,11,0
OOT004451,01-09-2022,50,43000,48,0.1577,1,0.9853,0,760,1,11,0
OOT004452,01-09-2022,27,27000,42,0.5868,1,1.3446,60,734,3,16,1
OOT004453,01-09-2022,56,21000,68,0.7922,1,1.0439,30,642,0,4,0
OOT004454,01-09-2022,57,54000,46,0.1456,0,1.032,30,791,0,16,0
OOT004455,01-09-2022,26,46000,55,0.5659,2,0.6462,0,717,5,12,0
OOT004456,01-09-2022,61,51000,50,0.4685,1,1.0431,0,618,0,10,0
OOT004457,01-09-2022,37,51000,65,0.7515,0,0.5162,0,587,1,15,0
OOT004458,01-09-2022,34,46000,11,0.6321,0,1.4822,0,599,3,14,0
OOT004459,01-09-2022,58,41000,56,0.6483,2,1.0467,30,702,3,15,0
OOT004460,01-09-2022,39,119000,61,0.1017,0,1.8159,0,676,6,3,0
OOT004461,01-09-2022,52,70000,15,0.135,1,1.113,30,661,2,3,0
OOT004462,01-09-2022,53,101000,9,0.4456,0,0.5335,0,556,0,15,0
OOT004463,01-09-2022,28,50000,67,0.7143,1,0.7682,0,715,2,11,0
OOT004464,01-09-2022,56,129000,62,0.2515,1,1.7365,0,701,1,6,0
OOT004465,01-09-2022,34,58000,67,0.3393,1,1.7356,0,682,2,9,0
OOT004466,01-09-2022,30,31000,24,0.3462,0,1.1192,90,681,1,15,0
OOT004467,01-09-2022,52,98000,67,0.6402,0,0.7266,0,548,1,16,0
OOT004468,01-09-2022,59,47000,56,0.3943,1,0.7693,0,616,1,11,0
OOT004469,01-09-2022,50,76000,11,0.2131,1,1.2012,0,620,1,7,1
OOT004470,01-09-2022,51,41000,44,0.1582,0,2.0428,0,578,4,13,0
OOT004471,01-09-2022,40,25000,10,0.6179,0,1.4481,60,616,2,9,0
OOT004472,01-09-2022,56,33000,42,0.3769,1,0.4794,0,744,3,13,0
OOT004473,01-09-2022,24,22000,38,0.6287,0,0.4064,0,590,3,9,0
OOT004474,01-09-2022,37,61000,43,0.4769,0,2.022,0,701,2,8,0
OOT004475,01-09-2022,24,104000,13,0.8105,1,0.4232,0,767,0,1,0
OOT004476,01-09-2022,58,44000,25,0.2707,2,0.5152,0,749,2,7,0
OOT004477,01-09-2022,35,58000,41,0.6294,1,0.7683,0,696,3,4,0
OOT004478,01-09-2022,37,64000,28,0.3049,1,1.3716,0,705,2,4,0
OOT004479,01-09-2022,51,63000,67,0.3234,1,1.1734,0,684,3,1,0
OOT004480,01-09-2022,60,40000,72,0.1304,0,1.32,0,658,4,1,0
OOT004481,01-09-2022,60,67000,63,0.4599,1,1.4573,60,733,3,6,0
OOT004482,01-09-2022,50,71000,39,0.4394,2,0.9432,0,551,4,3,1
OOT004483,01-09-2022,45,54000,43,0.6022,2,0.825,0,656,0,13,0
OOT004484,01-09-2022,37,47000,44,0.6764,0,1.3404,0,653,2,8,0
OOT004485,01-09-2022,48,112000,59,0.3433,1,0.9674,60,721,3,8,0
OOT004486,01-09-2022,52,89000,22,0.4012,1,0.8808,0,578,3,7,0
OOT004487,01-09-2022,29,42000,16,0.7203,2,1.0372,0,668,3,9,0
OOT004488,01-09-2022,24,42000,68,0.2646,1,0.684,0,759,3,11,0
OOT004489,01-09-2022,62,74000,62,0.8359,1,1.2707,0,813,0,11,0
OOT004490,01-09-2022,55,51000,54,0.2874,0,1.2484,0,727,2,1,0
OOT004491,01-09-2022,59,25000,20,0.2832,2,0.5259,0,608,3,9,0
OOT004492,01-09-2022,28,67000,15,0.4218,0,0.838,30,751,1,12,0
OOT004493,01-09-2022,34,107000,30,0.6185,0,0.9266,0,777,0,17,0
OOT004494,01-09-2022,43,51000,69,0.1649,1,0.9653,0,641,1,6,0
OOT004495,01-09-2022,43,130000,47,0.9438,1,0.7632,0,659,5,17,0
OOT004496,01-09-2022,43,82000,23,0.3374,1,0.3597,0,649,4,1,0
OOT004497,01-09-2022,36,38000,30,0.2975,1,0.4983,0,695,0,13,0
OOT004498,01-09-2022,36,68000,21,0.5778,2,0.977,0,637,1,6,0
OOT004499,01-09-2022,60,41000,56,0.6246,2,1.4065,30,636,1,12,0
OOT004500,01-09-2022,27,124000,30,0.3306,2,1.2825,0,500,2,5,0
OOT004501,01-09-2022,28,27000,6,0.2252,0,0.8258,0,671,3,10,0
OOT004502,01-09-2022,26,71000,27,0.275,3,0.4042,0,721,2,9,1
OOT004503,01-09-2022,35,38000,61,0.4342,0,0.9095,0,697,2,9,0
OOT004504,01-09-2022,47,27000,23,0.5563,2,0.8454,0,618,1,10,0
OOT004505,01-09-2022,29,62000,34,0.3675,1,1.0578,60,538,1,14,0
OOT004506,01-09-2022,53,115000,69,0.3856,2,1.5869,0,578,3,1,0
OOT004507,01-09-2022,27,49000,67,0.3272,2,1.3551,0,626,3,11,0
OOT004508,01-09-2022,62,54000,49,0.5577,0,0.5508,30,628,4,4,0
OOT004509,01-09-2022,29,40000,16,0.9408,1,0.6817,0,744,2,14,0
OOT004510,01-09-2022,54,33000,66,0.596,1,2.1295,0,615,2,12,0
OOT004511,01-09-2022,46,53000,29,0.7724,0,1.3021,0,600,2,9,0
OOT004512,01-09-2022,56,40000,41,0.468,2,1.1605,0,731,4,7,0
OOT004513,01-09-2022,42,43000,49,0.2383,1,0.924,0,731,1,17,0
OOT004514,01-09-2022,49,77000,40,0.4677,0,0.8182,0,688,3,8,0
OOT004515,01-09-2022,48,77000,33,0.4198,1,0.5683,0,586,1,1,0
OOT004516,01-09-2022,28,28000,26,0.6203,0,1.0254,0,740,1,2,0
OOT004517,01-09-2022,28,64000,30,0.7793,3,0.8079,0,759,2,7,1
OOT004518,01-09-2022,33,73000,59,0.4274,1,0.8075,0,567,1,7,0
OOT004519,01-09-2022,40,89000,71,0.2872,2,0.8882,0,669,4,15,0
OOT004520,01-09-2022,26,45000,36,0.4777,1,1.3844,0,704,1,12,0
OOT004521,01-09-2022,34,28000,19,0.6264,0,1.1753,60,612,0,13,0
OOT004522,01-09-2022,61,55000,70,0.7535,0,1.0501,0,637,1,7,0
OOT004523,01-09-2022,34,64000,66,0.3167,2,1.482,0,680,0,13,0
OOT004524,01-09-2022,53,17000,10,0.1755,2,1.537,0,570,1,3,0
OOT004525,01-09-2022,49,112000,56,0.6446,1,0.7086,0,535,2,7,1
OOT004526,01-09-2022,59,41000,29,0.5036,1,0.5651,0,598,1,1,1
OOT004527,01-09-2022,33,38000,30,0.1054,2,0.7552,60,617,0,13,0
OOT004528,01-09-2022,59,36000,18,0.5191,1,1.136,0,686,2,10,0
OOT004529,01-09-2022,41,92000,62,0.5469,3,0.9566,0,761,0,3,0
OOT004530,01-09-2022,38,33000,25,0.1993,4,1.0496,0,655,3,1,0
OOT004531,01-09-2022,58,76000,29,0.496,1,0.8251,90,583,2,4,0
OOT004532,01-09-2022,44,26000,43,0.2037,0,0.8048,0,602,5,2,0
OOT004533,01-09-2022,38,22000,30,0.6104,2,1.0267,0,604,2,1,1
OOT004534,01-09-2022,28,28000,20,0.4189,0,1.5894,0,744,2,7,0
OOT004535,01-09-2022,55,48000,32,0.3734,0,0.9625,0,618,2,7,0
OOT004536,01-09-2022,25,52000,20,0.591,1,0.8373,0,698,4,2,0
OOT004537,01-09-2022,41,42000,41,0.7419,0,0.8635,0,632,3,7,0
OOT004538,01-09-2022,55,69000,51,0.4041,0,2.1549,0,660,0,6,0
OOT004539,01-09-2022,62,30000,12,0.3751,0,0.9167,0,726,2,15,0
OOT004540,01-09-2022,45,57000,52,0.9668,0,1.3247,0,693,1,2,0
OOT004541,01-09-2022,48,30000,37,0.772,0,1.3858,0,640,3,7,0
OOT004542,01-09-2022,29,36000,6,0.2363,0,0.7583,0,563,3,15,1
OOT004543,01-09-2022,60,36000,59,0.3692,0,0.6089,0,682,4,1,1
OOT004544,01-09-2022,25,36000,15,0.0748,1,0.9445,0,710,3,12,0
OOT004545,01-09-2022,44,28000,66,0.2195,0,0.8094,0,630,2,17,0
OOT004546,01-09-2022,47,38000,45,0.3954,2,0.7329,0,614,0,8,0
OOT004547,01-09-2022,62,52000,55,0.3943,4,1.7651,0,626,3,5,0
OOT004548,01-09-2022,45,71000,49,0.2928,1,0.5438,0,657,2,11,0
OOT004549,01-09-2022,47,20000,46,0.7688,3,1.7196,0,714,3,14,1
OOT004550,01-09-2022,64,135000,58,0.797,1,0.7938,0,678,2,4,0
OOT004551,01-09-2022,59,29000,58,0.2777,0,0.8889,0,579,2,15,0
OOT004552,01-09-2022,46,60000,60,0.4277,1,1.1684,0,727,1,16,0
OOT004553,01-09-2022,43,21000,56,0.4704,2,0.8479,0,520,5,6,0
OOT004554,01-09-2022,39,53000,43,0.6708,1,0.7584,0,718,1,14,0
OOT004555,01-09-2022,61,50000,61,0.6563,1,1.2833,0,691,1,16,0
OOT004556,01-09-2022,54,43000,6,0.124,0,0.6511,0,615,3,16,0
OOT004557,01-09-2022,46,36000,9,0.3241,0,1.1353,0,691,3,15,0
OOT004558,01-09-2022,39,112000,39,0.3758,0,0.6344,30,656,2,7,0
OOT004559,01-09-2022,56,59000,69,0.3231,1,0.8735,0,728,7,15,0
OOT004560,01-09-2022,34,59000,8,0.6264,1,0.5199,0,664,2,7,0
OOT004561,01-09-2022,54,28000,6,0.8434,0,1.7768,0,603,2,13,0
OOT004562,01-09-2022,30,46000,48,0.8249,0,1.3685,0,653,2,15,0
OOT004563,01-09-2022,31,21000,40,0.4898,1,0.7597,0,735,1,3,0
OOT004564,01-09-2022,44,33000,44,0.2547,1,1.1888,0,733,1,13,0
OOT004565,01-09-2022,61,94000,52,0.0818,0,0.9087,0,605,4,16,0
OOT004566,01-09-2022,43,29000,71,0.3778,0,1.3023,0,603,0,9,0
OOT004567,01-09-2022,48,36000,60,0.4581,1,1.1856,30,691,2,15,0
OOT004568,01-09-2022,24,75000,62,0.6663,1,1.3774,90,752,3,5,0
OOT004569,01-09-2022,32,44000,61,0.4252,2,1.9618,0,559,3,12,0
OOT004570,01-09-2022,60,67000,20,0.2674,1,0.8763,30,567,1,10,0
OOT004571,01-09-2022,51,53000,72,0.4924,1,0.8666,0,641,2,4,0
OOT004572,01-09-2022,28,44000,10,0.4427,0,0.6011,0,642,3,5,0
OOT004573,01-09-2022,28,71000,17,0.4488,1,1.0301,0,535,1,11,0
OOT004574,01-09-2022,59,32000,36,0.4561,1,0.9977,0,591,2,10,0
OOT004575,01-09-2022,25,25000,23,0.3876,0,1.3907,0,789,3,13,0
OOT004576,01-09-2022,44,62000,31,0.7235,2,0.7968,60,715,2,9,0
OOT004577,01-09-2022,52,15000,42,0.4301,0,0.6882,0,680,0,6,0
OOT004578,01-09-2022,26,32000,47,0.5289,1,1.2957,0,580,3,9,0
OOT004579,01-09-2022,27,37000,40,0.2034,1,0.7827,0,678,0,1,0
OOT004580,01-09-2022,36,97000,45,0.4443,2,0.3346,30,518,3,14,0
OOT004581,01-09-2022,47,76000,61,0.4123,0,0.2042,30,697,2,9,0
OOT004582,01-09-2022,33,23000,7,0.2804,0,1.3399,60,704,1,6,0
OOT004583,01-09-2022,51,39000,57,0.5218,0,1.5429,0,650,4,2,0
OOT004584,01-09-2022,64,186000,53,0.3284,0,0.9495,0,527,2,14,0
OOT004585,01-09-2022,57,92000,6,0.3861,2,0.8235,0,683,5,15,0
OOT004586,01-09-2022,64,53000,6,0.3611,2,0.5347,30,621,0,6,0
OOT004587,01-09-2022,27,26000,54,0.5011,1,1.1108,30,749,0,9,0
